Time,House 1 Consumption,House 2 Consumption,House 3 Consumption,House 4 Consumption,House 5 Consumption,House 6 Consumption,House 7 Consumption,House 8 Consumption,House 9 Consumption,House 10 Consumption,House 11 Consumption,House 12 Consumption,House 13 Consumption,House 14 Consumption,House 15 Consumption
2017-10-21 00:00:00,0.02107831132843542,0.03093380048448901,0.03662144081242237,0.02973776554388614,0.02563871545046092,0.0259975300827176,0.03293101187679971,0.03819475396896513,0.030453670687967074,0.029653067921108063,0.026664261755188375,0.02789291016395381,0.020251342581364563,0.027781428870728927,0.03331128194970893
2017-10-21 01:00:00,0.05383302288988579,0.06400408677289862,0.051559412138214966,0.03553639553374975,0.061702322381996355,0.05688944734543061,0.08707692278919921,0.07404462100731067,0.048542512257662825,0.03414795531720052,0.04300059293195649,0.06018681858502122,0.041852226471860765,0.0822970175707436,0.0737763963439911
2017-10-21 02:00:00,0.025499948097201006,0.02369951792419167,0.02907907512801899,0.028968226486273216,0.026692509196703896,0.026208422028450643,0.032603098993225,0.025895906339329436,0.02372311039138369,0.031512841122306415,0.02477987765879458,0.03270412864413465,0.02693170381610165,0.031303238995271085,0.017586187854816755
2017-10-21 03:00:00,0.05031789903091136,0.039887616683518784,0.06343221740463388,0.05265517834179155,0.06811136631512726,0.060145553243318495,0.06676186175028738,0.05856711178602466,0.04867659721621806,0.06609349901466581,0.05592668101280471,0.0588832568162781,0.06599868913037917,0.06007044504865489,0.06992595042486936
2017-10-21 04:00:00,0.024359530007069585,0.03519133467424433,0.03160763390731233,0.019467197697062295,0.027580673567946502,0.021773238295464348,0.027221999562686654,0.03441670609427142,0.029059617072639085,0.03175082490285608,0.023814564945941818,0.03437518563270041,0.02735696988181531,0.029081149875056393,0.044052956911199224
2017-10-21 05:00:00,0.06603356458280772,0.05120481628412985,0.045829179716828844,0.07101063665266093,0.040922058980204165,0.05227302095261496,0.04145338653266509,0.06961069898851424,0.045631811161914955,0.049236949318405,0.03154895875109824,0.05803646647339118,0.04088611829033505,0.06771332675572699,0.06734337725326743
2017-10-21 06:00:00,0.7751612855959973,0.9876742465807048,1.1367835055962683,0.7652905597794929,0.9925621522553282,0.7821511129095247,1.195816436318021,0.9506388367025792,0.8906512975811511,0.8325368016509387,0.9034310481248805,0.8753977464381961,1.113746099164955,0.9807436512890744,1.0941955186014911
2017-10-21 07:00:00,0.2521540612767067,0.33622713300100177,0.34297179983420334,0.2996219864489442,0.35578570665021475,0.45254311654116364,0.4638591242973905,0.3826889100524469,0.38737240316283,0.3469287446049715,0.3931047920539038,0.23323676325673576,0.3358904569879308,0.3051410098599749,0.5262408201460478
2017-10-21 08:00:00,0.29669186202255815,0.3097113096155041,0.353275416947066,0.2549496101225284,0.1803274957162806,0.41976671198176646,0.2925091206379491,0.16065801828881549,0.2463431348863556,0.35044744391537075,0.3630534119926828,0.37557053948466124,0.3516562119490635,0.3044976497834785,0.3117005583626048
2017-10-21 09:00:00,0.054591611255641874,0.09515398591776221,0.1021459436368684,0.06829085967984781,0.09320619176242569,0.07783454696802139,0.07212166206567458,0.10003454743182122,0.043314748032823626,0.06273821187726744,0.06504620061873306,0.09422742563815208,0.09762672431790509,0.08371063146137277,0.060589352332161985
2017-10-21 10:00:00,0.06076998172946824,0.08186101323743554,0.07294677221523975,0.09291211947158359,0.07655931096399932,0.08596434486130788,0.06653959088219907,0.08065387214354282,0.07901315728690389,0.07953000863664918,0.0983847112858794,0.08454967721246842,0.07377033824076702,0.05117047160890512,0.08150651033341583
2017-10-21 11:00:00,0.0771653421342058,0.0876825358624315,0.07185701221119892,0.055907337676801554,0.06343136935004963,0.05766882306923935,0.07370496050068949,0.07859382082697365,0.04846653106353397,0.07142067106839844,0.04655973273156097,0.05682534751720296,0.04061296275308039,0.06227118391861923,0.052756958805100146
2017-10-21 12:00:00,0.6646636540704687,0.4113133841579588,0.49334743806323844,0.6610082059137585,0.3381131107211206,0.48986962088849595,0.4689591166571436,0.5105993649660796,0.44655636244059416,0.6002887090411279,0.35257615109981366,0.3957752987648411,0.3974863858770783,0.3602215716252396,0.42407114749164154
2017-10-21 13:00:00,0.31992541423177046,0.44205092249000144,0.32556382426946884,0.34126867632856756,0.4061854221586557,0.522412709021981,0.3726505565234769,0.40243168931076145,0.32559946216044866,0.46033424739658557,0.3890146177734222,0.5957825187034063,0.43653083536580717,0.41477944439875203,0.3228587982671656
2017-10-21 14:00:00,1.5098501139115306,0.9620573654352172,1.060736881809215,1.2351424881613655,0.7290352696204656,1.072570449996749,0.7724257491864006,0.794842620418845,0.9633359919171798,0.8973257598598229,0.7287887684661518,0.8484322058110945,0.8500153969370072,0.9324184661156123,1.1716264323039007
2017-10-21 15:00:00,0.20895583894180628,0.16678754152753075,0.16336389644336138,0.1480887372387408,0.16384810156868337,0.14875356862435213,0.1904177282239028,0.16375301049370486,0.17122198470582228,0.14950866319932699,0.18295599124767725,0.15036492722331773,0.18460437626700077,0.1710468716224434,0.09827541621770008
2017-10-21 16:00:00,0.8179483958213518,0.850621365229067,0.6976217886244906,0.721023143714288,0.9637731383790824,0.7721345156619105,0.7186721826804039,0.8777890343908689,0.8861179879716129,0.8599505614875326,0.7295282260420815,1.0125532896826726,0.8045895596821887,0.8400215252462445,0.7555672634893253
2017-10-21 17:00:00,0.4466100800535524,0.47393612731631146,0.4808166195757162,0.47193158847874744,0.5504504363088816,0.3816530553016968,0.4526657514166413,0.4565128627243707,0.5439377769963447,0.441054841156223,0.22337609545854453,0.45884869019396224,0.3904540461567778,0.5165303987101012,0.3559506737470053
2017-10-21 18:00:00,0.14136751562862415,0.15526420524930926,0.1718683410987333,0.12767838199634896,0.15157059304385295,0.2092210577109756,0.12366835382347531,0.11949450459675459,0.1446292023574619,0.18535995134687763,0.1509956946872302,0.19078470498842545,0.19766734311888556,0.16976546299163905,0.18657718943097537
2017-10-21 19:00:00,0.1296870114790922,0.10461407640090295,0.19048509675157546,0.10218954070698058,0.14121450895845303,0.10521171849019234,0.12596253733550908,0.14386535614187906,0.14998619695277043,0.1613687886877698,0.18051537176920232,0.13689069913240676,0.06115428648785673,0.15180238883734057,0.15565128359109892
2017-10-21 20:00:00,0.12342790596626235,0.16294087615797448,0.12844687495682394,0.12257195322265378,0.11744914231382664,0.10509721229229674,0.1468240710966039,0.12373609650497924,0.13566600017049055,0.10789670516600193,0.1334618699334708,0.11914112133485025,0.10177842745124446,0.09293230948407921,0.13290850705389534
2017-10-21 21:00:00,0.0912297240589159,0.0922585129331503,0.09301297172265507,0.16814822819747433,0.0754624562607463,0.13827220884820615,0.11146678744541094,0.10388417071084965,0.12880984801623488,0.0829867583128797,0.1537834694438741,0.09473121759104644,0.10929898613989218,0.08441785904474827,0.08845804377762907
2017-10-21 22:00:00,0.06833583649850622,0.06595175516899933,0.0889743035203367,0.05539292560379537,0.04508594713783105,0.07257823406161673,0.056740677355063815,0.05289912113880907,0.06255704517524842,0.07392011764106418,0.04055583380677572,0.06438612889961111,0.06914949229292187,0.06803484841020802,0.06726076293458166
2017-10-21 23:00:00,0.020007250414603106,0.03892853126111311,0.03194573860104463,0.028662029949341007,0.024081451563787982,0.038261469419328585,0.041688287629020625,0.04367472337583796,0.03642428759975013,0.03608239838313585,0.04069984102434457,0.030731538364326398,0.03324284332519921,0.03053448879925979,0.04173803066055514
2017-10-22 00:00:00,0.02491858700520646,0.03161873504150435,0.041630893751811435,0.05584923242678021,0.03841311106849233,0.04977814307392757,0.04760483047661493,0.03315003039209993,0.04218229416858986,0.028694143262056496,0.045773606577643816,0.02817517304039011,0.03439264111423764,0.042100867956492045,0.040098512347494154
2017-10-22 01:00:00,0.040759236075995936,0.0367768269342984,0.05598595053611991,0.07264146094155713,0.036617518574485274,0.055042154449687145,0.04535243846190694,0.04707869996993981,0.04761114903535752,0.03314292240034931,0.05218477366393731,0.0480708738906556,0.04132242460395599,0.055161670018443285,0.04190350227298772
2017-10-22 02:00:00,0.035061627081354824,0.019649005288261523,0.02133330576483775,0.028774826601058977,0.02757127132162889,0.023960107615308562,0.029187680118849823,0.028339772278793807,0.029282137384787955,0.021937809630394274,0.02574032829118739,0.03546984804289243,0.028990741887250683,0.033855521687856396,0.029538098132341616
2017-10-22 03:00:00,0.06973758668061156,0.050037916863309155,0.06124010005085847,0.051808182962528156,0.04375418101418692,0.06468179421156182,0.06435989056192455,0.06495313002411274,0.035211664011153374,0.04307228969565831,0.07084133131715745,0.054120030532426006,0.05306845886571063,0.06370066030405419,0.05278039497829814
2017-10-22 04:00:00,0.02565441743620355,0.026983556053124438,0.03462171011927088,0.025254485549390623,0.02318008569781821,0.03515542385552467,0.028248235730663884,0.02479034635260388,0.026991185543663535,0.023801205855162207,0.03241663240035944,0.0353412370430684,0.022960915948933517,0.024911797090846732,0.030218551749705204
